model,category,semantic_name,raw_name,default,value,min,max,interpretation
DJI Mini 4 Pro,"IMU, compass & calibration controls",imu1.vel_ground_x,imu1.vel_ground_x,0,0.004064,0,0,runtime_or_read_only
DJI Mini 4 Pro,"IMU, compass & calibration controls",imu1.vel_ground_y,imu1.vel_ground_y,0,-0.011655,0,0,runtime_or_read_only
DJI Mini 4 Pro,"IMU, compass & calibration controls",imu1.vel_ground_z,imu1.vel_ground_z,0,-0.001635,0,0,runtime_or_read_only
DJI Mini 4 Pro,Per-aircraft calibration & bias state,imu_cali_0.acc_gyro[0].gyro_temp,imu_cali_0.acc_gyro[0].gyro_temp,0,37.3641,0,0,runtime_or_read_only
DJI Mini 4 Pro,"RC, radio, lights & interfaces",rc_sbus_0_A_roll,rc_sbus_0_A_roll,0,1024,0,0,runtime_or_read_only
DJI Mini 4 Pro,"RC, radio, lights & interfaces",rc_sbus_1_E_pitch,rc_sbus_1_E_pitch,0,1024,0,0,runtime_or_read_only
DJI Mini 4 Pro,"RC, radio, lights & interfaces",rc_sbus_2_T_throttle,rc_sbus_2_T_throttle,0,1024,0,0,runtime_or_read_only
DJI Mini 4 Pro,"RC, radio, lights & interfaces",rc_sbus_3_R_yaw,rc_sbus_3_R_yaw,0,1024,0,0,runtime_or_read_only
DJI Mini 4 Pro,"RC, radio, lights & interfaces",rc_sbus_6_mode,rc_sbus_6_mode,0,1024,0,0,runtime_or_read_only
DJI Mini 4 Pro,"RC, radio, lights & interfaces",rc_sbus_app_connected,rc_sbus_app_connected,0,1,0,0,runtime_or_read_only
DJI Mini 4 Pro,"RTH, takeoff, landing & failsafe",rc_sbus_failsafe,rc_sbus_failsafe,0,1,0,0,runtime_or_read_only
DJI Mini 4 Pro,"RC, radio, lights & interfaces",rc_sbus_packet_cnt,rc_sbus_packet_cnt,0,6197,0,0,runtime_or_read_only
DJI Mini 4 Pro,"RC, radio, lights & interfaces",rc_sbus_send_id,rc_sbus_send_id,0,14,0,0,runtime_or_read_only
DJI Neo,Flight limits & regulation,EU_CE_Reg_120Height_Enable,EU_CE_Reg_120Height_Enable,0,1,0,0,runtime_or_read_only
DJI Neo,Flight limits & regulation,EU_CE_Reg_FollowMe_Enable,EU_CE_Reg_FollowMe_Enable,0,1,0,0,runtime_or_read_only
DJI Neo,Flight limits & regulation,EU_CE_Reg_MxSpeedLimit_Enable,EU_CE_Reg_MxSpeedLimit_Enable,0,1,0,0,runtime_or_read_only
DJI Neo,Battery & power,battery_status,battery_status,0,65552,0,4294967295,runtime_or_read_only
DJI Neo,Flight limits & regulation,ce_country_type,ce_country_type,0,643,0,2000,configuration_or_persistent_state
DJI Neo,Per-aircraft calibration & bias state,compass0.status_data,compass0.status_data,0,4,0,0,runtime_or_read_only
DJI Neo,"IMU, compass & calibration controls",device_gyr_acc.busy.acc_x,device_gyr_acc.busy.acc_x,0,0.022662,0,0,runtime_or_read_only
DJI Neo,"IMU, compass & calibration controls",device_gyr_acc.busy.acc_y,device_gyr_acc.busy.acc_y,0,0.00677,0,0,runtime_or_read_only
DJI Neo,"IMU, compass & calibration controls",device_gyr_acc.busy.acc_z,device_gyr_acc.busy.acc_z,0,-1.00313,0,0,runtime_or_read_only
DJI Neo,"IMU, compass & calibration controls",device_gyr_acc.busy.gyro[0],device_gyr_acc.busy.gyro[0],0,-0.001468,0,0,runtime_or_read_only
DJI Neo,"IMU, compass & calibration controls",device_gyr_acc.busy.gyro[1],device_gyr_acc.busy.gyro[1],0,0.002235,0,0,runtime_or_read_only
DJI Neo,"IMU, compass & calibration controls",device_gyr_acc.busy.gyro[2],device_gyr_acc.busy.gyro[2],0,0.000202,0,0,runtime_or_read_only
DJI Neo,"IMU, compass & calibration controls",device_gyr_acc.busy.gyro_temp,device_gyr_acc.busy.gyro_temp,0,28.6232,0,0,runtime_or_read_only
DJI Neo,Flight limits & regulation,fscap_EU_CE_Support,fscap_EU_CE_Support,0,1,0,0,runtime_or_read_only
DJI Neo,"RTH, takeoff, landing & failsafe",fscap_enable_homing_s,fscap_enable_homing_s,1,0,0,1,configuration_or_persistent_state
DJI Neo,Flight modes & handling,g_config.control.control_mode[0],fswitch_selection|g_config.control.control_mode[0],12,7,0,21,configuration_or_persistent_state
DJI Neo,Flight modes & handling,g_config.control.control_mode[2],fswitch_selection_2|g_config.control.control_mode[2],7,8,0,21,configuration_or_persistent_state
DJI Neo,Per-aircraft calibration & bias state,g_config.fdi_sensor[0].acc_bias,g_config.fdi_sensor[0].acc_bias,0,0.00192,0,0,runtime_or_read_only
DJI Neo,"IMU, compass & calibration controls",g_config.fdi_sensor[0].acc_stat,g_config.fdi_sensor[0].acc_stat,0,7,0,0,runtime_or_read_only
DJI Neo,Per-aircraft calibration & bias state,g_config.fdi_sensor[0].gyr_bias,g_config.fdi_sensor[0].gyr_bias,0,0.002612,0,0,runtime_or_read_only
DJI Neo,"IMU, compass & calibration controls",g_config.fdi_sensor[0].gyr_stat,g_config.fdi_sensor[0].gyr_stat,0,7,0,0,runtime_or_read_only
DJI Neo,Per-aircraft calibration & bias state,g_config.fdi_sensor[0].mag_over,g_config.fdi_sensor[0].mag_over,0,2005.21,0,0,runtime_or_read_only
DJI Neo,Per-aircraft calibration & bias state,g_config.fdi_sensor[0].mag_stat,g_config.fdi_sensor[0].mag_stat,0,7,0,0,runtime_or_read_only
DJI Neo,"IMU, compass & calibration controls",g_config.fdi_sensor[1].acc_stat,g_config.fdi_sensor[1].acc_stat,0,7,0,0,runtime_or_read_only
DJI Neo,"IMU, compass & calibration controls",g_config.fdi_sensor[1].gyr_stat,g_config.fdi_sensor[1].gyr_stat,0,7,0,0,runtime_or_read_only
DJI Neo,Per-aircraft calibration & bias state,g_config.fdi_sensor[1].mag_stat,g_config.fdi_sensor[1].mag_stat,0,1,0,0,runtime_or_read_only
DJI Neo,"IMU, compass & calibration controls",g_config.fdi_sensor[2].acc_stat,g_config.fdi_sensor[2].acc_stat,0,7,0,0,runtime_or_read_only
DJI Neo,"IMU, compass & calibration controls",g_config.fdi_sensor[2].gyr_stat,g_config.fdi_sensor[2].gyr_stat,0,7,0,0,runtime_or_read_only
DJI Neo,Per-aircraft calibration & bias state,g_config.fdi_sensor[2].mag_stat,g_config.fdi_sensor[2].mag_stat,0,1,0,0,runtime_or_read_only
DJI Neo,"Navigation, GNSS & positioning",g_config.gps_cfg.gps_enable,gps_enable|g_config.gps_cfg.gps_enable,1,0,0,1,configuration_or_persistent_state
DJI Neo,Flight modes & handling,g_config.mode_atti_normal_cfg.tilt_atti_range,g_config.mode_atti_normal_cfg.tilt_atti_range,25,20,5,55,configuration_or_persistent_state
DJI Neo,Flight modes & handling,g_config.mode_atti_normal_cfg.tors_exp_mid_point,g_config.mode_atti_normal_cfg.tors_exp_mid_point,0.37,0.2,0.1,0.9,configuration_or_persistent_state
DJI Neo,"IMU, compass & calibration controls",g_config.mode_atti_normal_cfg.tors_gyro_range,g_config.mode_atti_normal_cfg.tors_gyro_range,120,50,20,120,configuration_or_persistent_state
DJI Neo,Flight modes & handling,g_config.mode_normal_cfg.rc_scale,g_config.mode_normal_cfg.rc_scale,0.539,0.34965,1e-07,1,configuration_or_persistent_state
DJI Neo,Flight modes & handling,g_config.mode_sport_cfg.rc_scale,g_config.mode_sport_cfg.rc_scale,0.8,0.631005,1e-07,1,configuration_or_persistent_state
DJI Neo,Flight modes & handling,g_config.mode_tripod_cfg.rc_scale,g_config.mode_tripod_cfg.rc_scale,0.3233,0.203871,0.05,1,configuration_or_persistent_state
DJI Neo,"Diagnostics, service & simulator",g_status.ns_busy_dev,g_status.ns_busy_dev,0,34390,0,0,runtime_or_read_only
DJI Neo,"Diagnostics, service & simulator",g_status.topology_verify.user_interface.mag_status,g_status.topology_verify.user_interface.mag_status,0,1,0,0,runtime_or_read_only
DJI Neo,"Diagnostics, service & simulator",g_status.user_info.statistical_info.total_distance,g_status.user_info.statistical_info.total_distance,0,5.87842,0,0,runtime_or_read_only
DJI Neo,"Diagnostics, service & simulator",g_status.user_info.statistical_info.total_fly_times,g_status.user_info.statistical_info.total_fly_times,0,1,0,0,runtime_or_read_only
DJI Neo,"Motors, ESC & propulsion",g_status.user_info.statistical_info.total_motor_start_time,g_status.user_info.statistical_info.total_motor_start_time,0,60.7012,0,0,runtime_or_read_only
DJI Neo,Battery & power,g_status.user_info.statistical_info.total_powerup_times,g_status.user_info.statistical_info.total_powerup_times,0,15,0,0,runtime_or_read_only
DJI Neo,"Diagnostics, service & simulator",g_status.user_info.statistical_info_new.total_distance_new,g_status.user_info.statistical_info_new.total_distance_new,0,5.87842,0,0,runtime_or_read_only
DJI Neo,"Diagnostics, service & simulator",g_status.user_info.statistical_info_new.total_fly_times_new,g_status.user_info.statistical_info_new.total_fly_times_new,0,1,0,0,runtime_or_read_only
DJI Neo,"Motors, ESC & propulsion",g_status.user_info.statistical_info_new.total_motor_start_time_new,g_status.user_info.statistical_info_new.total_motor_start_time_new,0,60.7,0,0,runtime_or_read_only
DJI Neo,"Navigation, GNSS & positioning",gnss_assist_type,gnss_assist_type,0,3,0,255,configuration_or_persistent_state
DJI Neo,"IMU, compass & calibration controls",imu0.acc_ground_x,imu0.acc_ground_x,0,-0.001754,0,0,runtime_or_read_only
DJI Neo,"IMU, compass & calibration controls",imu0.acc_ground_y,imu0.acc_ground_y,0,-0.005755,0,0,runtime_or_read_only
DJI Neo,"IMU, compass & calibration controls",imu0.acc_ground_z,imu0.acc_ground_z,0,0.001929,0,0,runtime_or_read_only
DJI Neo,"IMU, compass & calibration controls",imu0.acc_x,imu0.acc_x,0,0.024149,0,0,runtime_or_read_only
DJI Neo,"IMU, compass & calibration controls",imu0.acc_y,imu0.acc_y,0,0.007009,0,0,runtime_or_read_only
DJI Neo,"IMU, compass & calibration controls",imu0.acc_z,imu0.acc_z,0,-1.00336,0,0,runtime_or_read_only
DJI Neo,"IMU, compass & calibration controls",imu0.alti,imu0.alti,0,50.957,0,0,runtime_or_read_only
DJI Neo,"IMU, compass & calibration controls",imu0.gyracc_status,imu0.gyracc_status,0,16384,0,0,runtime_or_read_only
DJI Neo,"IMU, compass & calibration controls",imu0.gyro_x,imu0.gyro_x,0,0.001906,0,0,runtime_or_read_only
DJI Neo,"IMU, compass & calibration controls",imu0.gyro_y,imu0.gyro_y,0,0.001315,0,0,runtime_or_read_only
DJI Neo,"IMU, compass & calibration controls",imu0.gyro_z,imu0.gyro_z,0,0.000699,0,0,runtime_or_read_only
DJI Neo,"IMU, compass & calibration controls",imu0.mx,imu0.mx,0,-2144,0,0,runtime_or_read_only
DJI Neo,"IMU, compass & calibration controls",imu0.my,imu0.my,0,-1787,0,0,runtime_or_read_only
DJI Neo,"IMU, compass & calibration controls",imu0.mz,imu0.mz,0,2077,0,0,runtime_or_read_only
DJI Neo,"IMU, compass & calibration controls",imu0.press_alti,imu0.press_alti,0,50.9056,0,0,runtime_or_read_only
DJI Neo,"IMU, compass & calibration controls",imu0.q[0],imu0.q[0],0,0.131253,0,0,runtime_or_read_only
DJI Neo,"IMU, compass & calibration controls",imu0.q[1],imu0.q[1],0,0.011108,0,0,runtime_or_read_only
DJI Neo,"IMU, compass & calibration controls",imu0.q[2],imu0.q[2],0,0.004884,0,0,runtime_or_read_only
DJI Neo,"IMU, compass & calibration controls",imu0.q[3],imu0.q[3],0,-0.991275,0,0,runtime_or_read_only
DJI Neo,"IMU, compass & calibration controls",imu0.temperature[0],imu0.temperature[0],0,2853,0,0,runtime_or_read_only
DJI Neo,"IMU, compass & calibration controls",imu0.temperature[1],imu0.temperature[1],0,700,0,0,runtime_or_read_only
DJI Neo,"IMU, compass & calibration controls",imu0.temperature[2],imu0.temperature[2],0,3119,0,0,runtime_or_read_only
DJI Neo,"IMU, compass & calibration controls",imu0.vel_ground_x,imu0.vel_ground_x,0,0.001186,0,0,runtime_or_read_only
DJI Neo,"IMU, compass & calibration controls",imu0.vel_ground_y,imu0.vel_ground_y,0,-0.000647,0,0,runtime_or_read_only
DJI Neo,"IMU, compass & calibration controls",imu0.vel_ground_z,imu0.vel_ground_z,0,-0.000187,0,0,runtime_or_read_only
DJI Neo,"IMU, compass & calibration controls",imu1.acc_ground_x,imu1.acc_ground_x,0,0.005012,0,0,runtime_or_read_only
DJI Neo,"IMU, compass & calibration controls",imu1.acc_ground_y,imu1.acc_ground_y,0,0.009717,0,0,runtime_or_read_only
DJI Neo,"IMU, compass & calibration controls",imu1.acc_ground_z,imu1.acc_ground_z,0,0.002037,0,0,runtime_or_read_only
DJI Neo,"IMU, compass & calibration controls",imu1.alti,imu1.alti,0,50.9518,0,0,runtime_or_read_only
DJI Neo,"IMU, compass & calibration controls",imu1.mx,imu1.mx,0,-2144,0,0,runtime_or_read_only
DJI Neo,"IMU, compass & calibration controls",imu1.my,imu1.my,0,-1791,0,0,runtime_or_read_only
DJI Neo,"IMU, compass & calibration controls",imu1.mz,imu1.mz,0,2111,0,0,runtime_or_read_only
DJI Neo,"IMU, compass & calibration controls",imu1.press_alti,imu1.press_alti,0,51.1789,0,0,runtime_or_read_only
DJI Neo,"IMU, compass & calibration controls",imu1.q[0],imu1.q[0],0,0.297009,0,0,runtime_or_read_only
DJI Neo,"IMU, compass & calibration controls",imu1.q[1],imu1.q[1],0,-0.012118,0,0,runtime_or_read_only
DJI Neo,"IMU, compass & calibration controls",imu1.q[2],imu1.q[2],0,-0.000128,0,0,runtime_or_read_only
DJI Neo,"IMU, compass & calibration controls",imu1.q[3],imu1.q[3],0,0.9548,0,0,runtime_or_read_only
DJI Neo,"IMU, compass & calibration controls",imu1.temperature[0],imu1.temperature[0],0,2855,0,0,runtime_or_read_only
DJI Neo,"IMU, compass & calibration controls",imu1.temperature[1],imu1.temperature[1],0,700,0,0,runtime_or_read_only
DJI Neo,"IMU, compass & calibration controls",imu1.temperature[2],imu1.temperature[2],0,3119,0,0,runtime_or_read_only
DJI Neo,"IMU, compass & calibration controls",imu1.vel_ground_x,imu1.vel_ground_x,0,0.000519,0,0,runtime_or_read_only
DJI Neo,"IMU, compass & calibration controls",imu1.vel_ground_y,imu1.vel_ground_y,0,0.004469,0,0,runtime_or_read_only
DJI Neo,"IMU, compass & calibration controls",imu1.vel_ground_z,imu1.vel_ground_z,0,-0.00045,0,0,runtime_or_read_only
DJI Neo,Per-aircraft calibration & bias state,imu_cali_0.acc_gyro[0].gyro_temp,imu_cali_0.acc_gyro[0].gyro_temp,0,28.6534,0,0,runtime_or_read_only
DJI Neo,Flight modes & handling,mode_gentle_cfg_tilt_atti_range,mode_gentle_cfg_tilt_atti_range,20,10,10,60,configuration_or_persistent_state
DJI Neo,"RC, radio, lights & interfaces",rc_sbus_0_A_roll,rc_sbus_0_A_roll,0,1024,0,0,runtime_or_read_only
DJI Neo,"RC, radio, lights & interfaces",rc_sbus_1_E_pitch,rc_sbus_1_E_pitch,0,1024,0,0,runtime_or_read_only
DJI Neo,"RC, radio, lights & interfaces",rc_sbus_2_T_throttle,rc_sbus_2_T_throttle,0,1024,0,0,runtime_or_read_only
DJI Neo,"RC, radio, lights & interfaces",rc_sbus_3_R_yaw,rc_sbus_3_R_yaw,0,1024,0,0,runtime_or_read_only
DJI Neo,"RC, radio, lights & interfaces",rc_sbus_6_mode,rc_sbus_6_mode,0,1024,0,0,runtime_or_read_only
DJI Neo,"RC, radio, lights & interfaces",rc_sbus_app_connected,rc_sbus_app_connected,0,1,0,0,runtime_or_read_only
DJI Neo,"RTH, takeoff, landing & failsafe",rc_sbus_failsafe,rc_sbus_failsafe,0,1,0,0,runtime_or_read_only
DJI Neo,"RC, radio, lights & interfaces",rc_sbus_packet_cnt,rc_sbus_packet_cnt,0,676,0,0,runtime_or_read_only
DJI Neo,"RC, radio, lights & interfaces",rc_sbus_send_id,rc_sbus_send_id,0,14,0,0,runtime_or_read_only
DJI Neo 2,Flight limits & regulation,EU_CE_Reg_120Height_Enable,EU_CE_Reg_120Height_Enable,0,1,0,0,runtime_or_read_only
DJI Neo 2,Flight limits & regulation,EU_CE_Reg_FollowMe_Enable,EU_CE_Reg_FollowMe_Enable,0,1,0,0,runtime_or_read_only
DJI Neo 2,Flight limits & regulation,EU_CE_Reg_MxSpeedLimit_Enable,EU_CE_Reg_MxSpeedLimit_Enable,0,1,0,0,runtime_or_read_only
DJI Neo 2,Battery & power,battery_status,battery_status,0,65552,0,4294967295,runtime_or_read_only
DJI Neo 2,Flight limits & regulation,ce_country_type,ce_country_type,0,643,0,2000,configuration_or_persistent_state
DJI Neo 2,Per-aircraft calibration & bias state,compass0.status_data,compass0.status_data,0,4,0,0,runtime_or_read_only
DJI Neo 2,"IMU, compass & calibration controls",device_gyr_acc.busy.acc_x,device_gyr_acc.busy.acc_x,0,0.016367,0,0,runtime_or_read_only
DJI Neo 2,"IMU, compass & calibration controls",device_gyr_acc.busy.acc_y,device_gyr_acc.busy.acc_y,0,0.010753,0,0,runtime_or_read_only
DJI Neo 2,"IMU, compass & calibration controls",device_gyr_acc.busy.acc_z,device_gyr_acc.busy.acc_z,0,-0.999136,0,0,runtime_or_read_only
DJI Neo 2,"IMU, compass & calibration controls",device_gyr_acc.busy.gyro[0],device_gyr_acc.busy.gyro[0],0,0.00102,0,0,runtime_or_read_only
DJI Neo 2,"IMU, compass & calibration controls",device_gyr_acc.busy.gyro[1],device_gyr_acc.busy.gyro[1],0,-0.000505,0,0,runtime_or_read_only
DJI Neo 2,"IMU, compass & calibration controls",device_gyr_acc.busy.gyro[2],device_gyr_acc.busy.gyro[2],0,-0.000965,0,0,runtime_or_read_only
DJI Neo 2,"IMU, compass & calibration controls",device_gyr_acc.busy.gyro_temp,device_gyr_acc.busy.gyro_temp,0,26.4644,0,0,runtime_or_read_only
DJI Neo 2,Flight limits & regulation,fscap_EU_CE_Support,fscap_EU_CE_Support,0,1,0,0,runtime_or_read_only
DJI Neo 2,"RTH, takeoff, landing & failsafe",fscap_enable_homing_s,fscap_enable_homing_s,1,0,0,1,configuration_or_persistent_state
DJI Neo 2,"Obstacle sensing, vision & terrain",g_config.avoid_obstacle_limit_cfg.user_avoid_enable,user_avoid_enable|g_config.avoid_obstacle_limit_cfg.user_avoid_enable,1,2,0,2,configuration_or_persistent_state
DJI Neo 2,"RTH, takeoff, landing & failsafe",g_config.fail_safe.protect_action,rc_lost_action|g_config.fail_safe.protect_action,2,0,0,3,configuration_or_persistent_state
DJI Neo 2,Per-aircraft calibration & bias state,g_config.fdi_sensor[0].acc_bias,g_config.fdi_sensor[0].acc_bias,0,0.000439,0,0,runtime_or_read_only
DJI Neo 2,"IMU, compass & calibration controls",g_config.fdi_sensor[0].acc_stat,g_config.fdi_sensor[0].acc_stat,0,7,0,0,runtime_or_read_only
DJI Neo 2,Per-aircraft calibration & bias state,g_config.fdi_sensor[0].gyr_bias,g_config.fdi_sensor[0].gyr_bias,0,0.001336,0,0,runtime_or_read_only
DJI Neo 2,"IMU, compass & calibration controls",g_config.fdi_sensor[0].gyr_stat,g_config.fdi_sensor[0].gyr_stat,0,7,0,0,runtime_or_read_only
DJI Neo 2,Per-aircraft calibration & bias state,g_config.fdi_sensor[0].mag_over,g_config.fdi_sensor[0].mag_over,0,698.593,0,0,runtime_or_read_only
DJI Neo 2,Per-aircraft calibration & bias state,g_config.fdi_sensor[0].mag_stat,g_config.fdi_sensor[0].mag_stat,0,7,0,0,runtime_or_read_only
DJI Neo 2,"IMU, compass & calibration controls",g_config.fdi_sensor[1].acc_stat,g_config.fdi_sensor[1].acc_stat,0,7,0,0,runtime_or_read_only
DJI Neo 2,"IMU, compass & calibration controls",g_config.fdi_sensor[1].gyr_stat,g_config.fdi_sensor[1].gyr_stat,0,7,0,0,runtime_or_read_only
DJI Neo 2,Per-aircraft calibration & bias state,g_config.fdi_sensor[1].mag_stat,g_config.fdi_sensor[1].mag_stat,0,1,0,0,runtime_or_read_only
DJI Neo 2,"IMU, compass & calibration controls",g_config.fdi_sensor[2].acc_stat,g_config.fdi_sensor[2].acc_stat,0,7,0,0,runtime_or_read_only
DJI Neo 2,"IMU, compass & calibration controls",g_config.fdi_sensor[2].gyr_stat,g_config.fdi_sensor[2].gyr_stat,0,7,0,0,runtime_or_read_only
DJI Neo 2,Per-aircraft calibration & bias state,g_config.fdi_sensor[2].mag_stat,g_config.fdi_sensor[2].mag_stat,0,1,0,0,runtime_or_read_only
DJI Neo 2,Flight modes & handling,g_config.mode_normal_cfg.rc_scale,g_config.mode_normal_cfg.rc_scale,0.597,0.633333,1e-07,1,configuration_or_persistent_state
DJI Neo 2,Flight modes & handling,g_config.mode_sport_cfg.rc_scale,g_config.mode_sport_cfg.rc_scale,0.8,0.987941,1e-07,1,configuration_or_persistent_state
DJI Neo 2,Flight modes & handling,g_config.mode_tripod_cfg.rc_scale,g_config.mode_tripod_cfg.rc_scale,0.3233,0.24878,0.05,1,configuration_or_persistent_state
DJI Neo 2,"Diagnostics, service & simulator",g_status.ns_busy_dev,g_status.ns_busy_dev,0,1366,0,0,runtime_or_read_only
DJI Neo 2,"Diagnostics, service & simulator",g_status.topology_verify.user_interface.mag_status,g_status.topology_verify.user_interface.mag_status,0,1,0,0,runtime_or_read_only
DJI Neo 2,"Diagnostics, service & simulator",g_status.user_info.statistical_info.total_distance,g_status.user_info.statistical_info.total_distance,0,1517.83,0,0,runtime_or_read_only
DJI Neo 2,"Diagnostics, service & simulator",g_status.user_info.statistical_info.total_fly_times,g_status.user_info.statistical_info.total_fly_times,0,37,0,0,runtime_or_read_only
DJI Neo 2,"Motors, ESC & propulsion",g_status.user_info.statistical_info.total_motor_start_time,g_status.user_info.statistical_info.total_motor_start_time,0,7027.85,0,0,runtime_or_read_only
DJI Neo 2,Battery & power,g_status.user_info.statistical_info.total_powerup_times,g_status.user_info.statistical_info.total_powerup_times,0,38,0,0,runtime_or_read_only
DJI Neo 2,"Diagnostics, service & simulator",g_status.user_info.statistical_info_new.total_distance_new,g_status.user_info.statistical_info_new.total_distance_new,0,1517.82,0,0,runtime_or_read_only
DJI Neo 2,"Diagnostics, service & simulator",g_status.user_info.statistical_info_new.total_fly_times_new,g_status.user_info.statistical_info_new.total_fly_times_new,0,37,0,0,runtime_or_read_only
DJI Neo 2,"Motors, ESC & propulsion",g_status.user_info.statistical_info_new.total_motor_start_time_new,g_status.user_info.statistical_info_new.total_motor_start_time_new,0,7021.62,0,0,runtime_or_read_only
DJI Neo 2,"Navigation, GNSS & positioning",gnss_assist_type,gnss_assist_type,0,2,0,255,configuration_or_persistent_state
DJI Neo 2,"IMU, compass & calibration controls",imu0.acc_ground_x,imu0.acc_ground_x,0,-0.00324,0,0,runtime_or_read_only
DJI Neo 2,"IMU, compass & calibration controls",imu0.acc_ground_y,imu0.acc_ground_y,0,0.001884,0,0,runtime_or_read_only
DJI Neo 2,"IMU, compass & calibration controls",imu0.acc_ground_z,imu0.acc_ground_z,0,0.00695,0,0,runtime_or_read_only
DJI Neo 2,"IMU, compass & calibration controls",imu0.acc_x,imu0.acc_x,0,0.017432,0,0,runtime_or_read_only
DJI Neo 2,"IMU, compass & calibration controls",imu0.acc_y,imu0.acc_y,0,0.01075,0,0,runtime_or_read_only
DJI Neo 2,"IMU, compass & calibration controls",imu0.acc_z,imu0.acc_z,0,-0.999154,0,0,runtime_or_read_only
DJI Neo 2,"IMU, compass & calibration controls",imu0.alti,imu0.alti,0,-31.7833,0,0,runtime_or_read_only
DJI Neo 2,"IMU, compass & calibration controls",imu0.gyracc_status,imu0.gyracc_status,0,16384,0,0,runtime_or_read_only
DJI Neo 2,"IMU, compass & calibration controls",imu0.gyro_x,imu0.gyro_x,0,0.001455,0,0,runtime_or_read_only
DJI Neo 2,"IMU, compass & calibration controls",imu0.gyro_y,imu0.gyro_y,0,0.000354,0,0,runtime_or_read_only
DJI Neo 2,"IMU, compass & calibration controls",imu0.gyro_z,imu0.gyro_z,0,-0.000329,0,0,runtime_or_read_only
DJI Neo 2,"IMU, compass & calibration controls",imu0.mx,imu0.mx,0,324,0,0,runtime_or_read_only
DJI Neo 2,"IMU, compass & calibration controls",imu0.my,imu0.my,0,516,0,0,runtime_or_read_only
DJI Neo 2,"IMU, compass & calibration controls",imu0.mz,imu0.mz,0,2108,0,0,runtime_or_read_only
DJI Neo 2,"IMU, compass & calibration controls",imu0.press_alti,imu0.press_alti,0,-31.7993,0,0,runtime_or_read_only
DJI Neo 2,"IMU, compass & calibration controls",imu0.q[0],imu0.q[0],0,0.886998,0,0,runtime_or_read_only
DJI Neo 2,"IMU, compass & calibration controls",imu0.q[1],imu0.q[1],0,-0.000707,0,0,runtime_or_read_only
DJI Neo 2,"IMU, compass & calibration controls",imu0.q[2],imu0.q[2],0,0.010235,0,0,runtime_or_read_only
DJI Neo 2,"IMU, compass & calibration controls",imu0.q[3],imu0.q[3],0,-0.461661,0,0,runtime_or_read_only
DJI Neo 2,"IMU, compass & calibration controls",imu0.temperature[0],imu0.temperature[0],0,2637,0,0,runtime_or_read_only
DJI Neo 2,"IMU, compass & calibration controls",imu0.temperature[1],imu0.temperature[1],0,200,0,0,runtime_or_read_only
DJI Neo 2,"IMU, compass & calibration controls",imu0.temperature[2],imu0.temperature[2],0,2835,0,0,runtime_or_read_only
DJI Neo 2,"IMU, compass & calibration controls",imu0.vel_ground_x,imu0.vel_ground_x,0,5e-06,0,0,runtime_or_read_only
DJI Neo 2,"IMU, compass & calibration controls",imu0.vel_ground_y,imu0.vel_ground_y,0,-8.4e-05,0,0,runtime_or_read_only
DJI Neo 2,"IMU, compass & calibration controls",imu0.vel_ground_z,imu0.vel_ground_z,0,-0.000607,0,0,runtime_or_read_only
DJI Neo 2,"IMU, compass & calibration controls",imu1.acc_ground_x,imu1.acc_ground_x,0,-0.005583,0,0,runtime_or_read_only
DJI Neo 2,"IMU, compass & calibration controls",imu1.acc_ground_y,imu1.acc_ground_y,0,0.003538,0,0,runtime_or_read_only
DJI Neo 2,"IMU, compass & calibration controls",imu1.acc_ground_z,imu1.acc_ground_z,0,-0.018161,0,0,runtime_or_read_only
DJI Neo 2,"IMU, compass & calibration controls",imu1.alti,imu1.alti,0,-31.7964,0,0,runtime_or_read_only
DJI Neo 2,"IMU, compass & calibration controls",imu1.mx,imu1.mx,0,324,0,0,runtime_or_read_only
DJI Neo 2,"IMU, compass & calibration controls",imu1.my,imu1.my,0,519,0,0,runtime_or_read_only
DJI Neo 2,"IMU, compass & calibration controls",imu1.mz,imu1.mz,0,2119,0,0,runtime_or_read_only
DJI Neo 2,"IMU, compass & calibration controls",imu1.press_alti,imu1.press_alti,0,-31.0958,0,0,runtime_or_read_only
DJI Neo 2,"IMU, compass & calibration controls",imu1.q[0],imu1.q[0],0,0.886368,0,0,runtime_or_read_only
DJI Neo 2,"IMU, compass & calibration controls",imu1.q[1],imu1.q[1],0,-0.000612,0,0,runtime_or_read_only
DJI Neo 2,"IMU, compass & calibration controls",imu1.q[2],imu1.q[2],0,0.010133,0,0,runtime_or_read_only
DJI Neo 2,"IMU, compass & calibration controls",imu1.q[3],imu1.q[3],0,-0.4629,0,0,runtime_or_read_only
DJI Neo 2,"IMU, compass & calibration controls",imu1.temperature[0],imu1.temperature[0],0,2640,0,0,runtime_or_read_only
DJI Neo 2,"IMU, compass & calibration controls",imu1.temperature[1],imu1.temperature[1],0,200,0,0,runtime_or_read_only
DJI Neo 2,"IMU, compass & calibration controls",imu1.temperature[2],imu1.temperature[2],0,2838,0,0,runtime_or_read_only
DJI Neo 2,"IMU, compass & calibration controls",imu1.vel_ground_x,imu1.vel_ground_x,0,0.000754,0,0,runtime_or_read_only
DJI Neo 2,"IMU, compass & calibration controls",imu1.vel_ground_y,imu1.vel_ground_y,0,0.002327,0,0,runtime_or_read_only
